Datetime,Energy_kW,hour,day_of_week,is_weekend,lag_1,rolling_mean_3
2024-01-02 07:00:00,4.38,7,1,0,2.58,3.0700000000000003
2024-01-02 08:00:00,4.0,8,1,0,4.38,3.6533333333333338
2024-01-02 09:00:00,3.79,9,1,0,4.0,4.0566666666666675
2024-01-02 10:00:00,4.17,10,1,0,3.79,3.986666666666667
2024-01-02 11:00:00,3.76,11,1,0,4.17,3.9066666666666663
2024-01-02 12:00:00,4.05,12,1,0,3.76,3.9933333333333336
2024-01-02 13:00:00,2.31,13,1,0,4.05,3.373333333333333
2024-01-02 14:00:00,2.44,14,1,0,2.31,2.9333333333333336
2024-01-02 15:00:00,2.74,15,1,0,2.44,2.4966666666666666
2024-01-02 16:00:00,2.85,16,1,0,2.74,2.6766666666666663
2024-01-02 17:00:00,2.74,17,1,0,2.85,2.776666666666667
2024-01-02 18:00:00,4.48,18,1,0,2.74,3.356666666666667
2024-01-02 19:00:00,4.44,19,1,0,4.48,3.8866666666666667
2024-01-02 20:00:00,4.21,20,1,0,4.44,4.376666666666667
2024-01-02 21:00:00,2.56,21,1,0,4.21,3.736666666666667
2024-01-02 22:00:00,2.21,22,1,0,2.56,2.9933333333333336
2024-01-02 23:00:00,2.52,23,1,0,2.21,2.43
2024-01-03 00:00:00,2.38,0,2,0,2.52,2.37
2024-01-03 01:00:00,1.96,1,2,0,2.38,2.2866666666666666
2024-01-03 02:00:00,2.37,2,2,0,1.96,2.236666666666667
2024-01-03 03:00:00,2.23,3,2,0,2.37,2.186666666666667
2024-01-03 04:00:00,2.17,4,2,0,2.23,2.2566666666666664
2024-01-03 05:00:00,2.43,5,2,0,2.17,2.276666666666667
2024-01-03 06:00:00,2.92,6,2,0,2.43,2.5066666666666664
2024-01-03 07:00:00,4.2,7,2,0,2.92,3.1833333333333336
2024-01-03 08:00:00,3.84,8,2,0,4.2,3.6533333333333338
2024-01-03 09:00:00,3.95,9,2,0,3.84,3.9966666666666666
2024-01-03 10:00:00,4.08,10,2,0,3.95,3.956666666666667
2024-01-03 11:00:00,4.21,11,2,0,4.08,4.08
2024-01-03 12:00:00,3.91,12,2,0,4.21,4.066666666666666
2024-01-03 13:00:00,2.67,13,2,0,3.91,3.596666666666667
2024-01-03 14:00:00,2.49,14,2,0,2.67,3.0233333333333334
2024-01-03 15:00:00,2.47,15,2,0,2.49,2.5433333333333334
2024-01-03 16:00:00,2.87,16,2,0,2.47,2.61
2024-01-03 17:00:00,2.98,17,2,0,2.87,2.7733333333333334
2024-01-03 18:00:00,4.5,18,2,0,2.98,3.4499999999999997
2024-01-03 19:00:00,4.71,19,2,0,4.5,4.0633333333333335
2024-01-03 20:00:00,4.58,20,2,0,4.71,4.596666666666667
2024-01-03 21:00:00,2.58,21,2,0,4.58,3.956666666666667
2024-01-03 22:00:00,2.38,22,2,0,2.58,3.1799999999999997
2024-01-03 23:00:00,2.62,23,2,0,2.38,2.526666666666667
2024-01-04 00:00:00,2.31,0,3,0,2.62,2.436666666666667
2024-01-04 01:00:00,2.63,1,3,0,2.31,2.52
2024-01-04 02:00:00,1.79,2,3,0,2.63,2.2433333333333336
2024-01-04 03:00:00,2.48,3,3,0,1.79,2.3
2024-01-04 04:00:00,2.33,4,3,0,2.48,2.1999999999999997
2024-01-04 05:00:00,2.26,5,3,0,2.33,2.356666666666667
2024-01-04 06:00:00,2.73,6,3,0,2.26,2.44
2024-01-04 07:00:00,3.62,7,3,0,2.73,2.8699999999999997
2024-01-04 08:00:00,3.97,8,3,0,3.62,3.44
2024-01-04 09:00:00,4.09,9,3,0,3.97,3.893333333333333
2024-01-04 10:00:00,4.31,10,3,0,4.09,4.123333333333334
2024-01-04 11:00:00,3.91,11,3,0,4.31,4.103333333333333
2024-01-04 12:00:00,3.85,12,3,0,3.91,4.023333333333333
2024-01-04 13:00:00,2.61,13,3,0,3.85,3.456666666666667
2024-01-04 14:00:00,2.9,14,3,0,2.61,3.1199999999999997
2024-01-04 15:00:00,2.78,15,3,0,2.9,2.763333333333333
2024-01-04 16:00:00,2.61,16,3,0,2.78,2.763333333333333
2024-01-04 17:00:00,2.82,17,3,0,2.61,2.7366666666666664
2024-01-04 18:00:00,4.53,18,3,0,2.82,3.3200000000000003
2024-01-04 19:00:00,4.71,19,3,0,4.53,4.0200000000000005
2024-01-04 20:00:00,4.37,20,3,0,4.71,4.536666666666666
2024-01-04 21:00:00,2.65,21,3,0,4.37,3.9099999999999997
2024-01-04 22:00:00,2.24,22,3,0,2.65,3.0866666666666664
2024-01-04 23:00:00,2.02,23,3,0,2.24,2.3033333333333332
2024-01-05 00:00:00,2.38,0,4,0,2.02,2.2133333333333334
2024-01-05 01:00:00,2.37,1,4,0,2.38,2.256666666666667
2024-01-05 02:00:00,2.32,2,4,0,2.37,2.356666666666667
2024-01-05 03:00:00,2.27,3,4,0,2.32,2.32
2024-01-05 04:00:00,2.04,4,4,0,2.27,2.21
2024-01-05 05:00:00,2.24,5,4,0,2.04,2.1833333333333336
2024-01-05 06:00:00,2.65,6,4,0,2.24,2.31
2024-01-05 07:00:00,3.86,7,4,0,2.65,2.9166666666666665
2024-01-05 08:00:00,3.99,8,4,0,3.86,3.5
2024-01-05 09:00:00,4.1,9,4,0,3.99,3.983333333333333
2024-01-05 10:00:00,4.4,10,4,0,4.1,4.163333333333333
2024-01-05 11:00:00,4.05,11,4,0,4.4,4.183333333333334
2024-01-05 12:00:00,4.07,12,4,0,4.05,4.173333333333333
2024-01-05 13:00:00,2.71,13,4,0,4.07,3.61
2024-01-05 14:00:00,2.34,14,4,0,2.71,3.0400000000000005
2024-01-05 15:00:00,2.71,15,4,0,2.34,2.5866666666666664
2024-01-05 16:00:00,2.73,16,4,0,2.71,2.5933333333333333
2024-01-05 17:00:00,3.21,17,4,0,2.73,2.8833333333333333
2024-01-05 18:00:00,4.48,18,4,0,3.21,3.473333333333334
2024-01-05 19:00:00,4.58,19,4,0,4.48,4.09
2024-01-05 20:00:00,4.51,20,4,0,4.58,4.523333333333333
2024-01-05 21:00:00,2.49,21,4,0,4.51,3.8600000000000008
2024-01-05 22:00:00,2.55,22,4,0,2.49,3.1833333333333336
2024-01-05 23:00:00,2.47,23,4,0,2.55,2.503333333333334
2024-01-06 00:00:00,2.18,0,5,1,2.47,2.4000000000000004
2024-01-06 01:00:00,1.84,1,5,1,2.18,2.1633333333333336
2024-01-06 02:00:00,2.31,2,5,1,1.84,2.1100000000000008
2024-01-06 03:00:00,1.74,3,5,1,2.31,1.9633333333333338
2024-01-06 04:00:00,2.14,4,5,1,1.74,2.063333333333334
2024-01-06 05:00:00,2.46,5,5,1,2.14,2.1133333333333337
2024-01-06 06:00:00,2.23,6,5,1,2.46,2.276666666666667
2024-01-06 07:00:00,3.61,7,5,1,2.23,2.766666666666667
2024-01-06 08:00:00,3.74,8,5,1,3.61,3.193333333333334
2024-01-06 09:00:00,3.62,9,5,1,3.74,3.6566666666666667
2024-01-06 10:00:00,3.41,10,5,1,3.62,3.5900000000000003
2024-01-06 11:00:00,3.74,11,5,1,3.41,3.5900000000000003
2024-01-06 12:00:00,3.51,12,5,1,3.74,3.5533333333333332
2024-01-06 13:00:00,2.52,13,5,1,3.51,3.2566666666666673
2024-01-06 14:00:00,2.24,14,5,1,2.52,2.7566666666666673
2024-01-06 15:00:00,2.73,15,5,1,2.24,2.496666666666667
2024-01-06 16:00:00,2.27,16,5,1,2.73,2.4133333333333336
2024-01-06 17:00:00,2.36,17,5,1,2.27,2.4533333333333336
2024-01-06 18:00:00,4.39,18,5,1,2.36,3.0066666666666664
2024-01-06 19:00:00,3.98,19,5,1,4.39,3.5766666666666667
2024-01-06 20:00:00,4.27,20,5,1,3.98,4.213333333333334
2024-01-06 21:00:00,2.69,21,5,1,4.27,3.6466666666666665
2024-01-06 22:00:00,1.7,22,5,1,2.69,2.8866666666666667
2024-01-06 23:00:00,2.06,23,5,1,1.7,2.15
2024-01-07 00:00:00,2.08,0,6,1,2.06,1.9466666666666665
2024-01-07 01:00:00,2.19,1,6,1,2.08,2.11
2024-01-07 02:00:00,1.78,2,6,1,2.19,2.016666666666667
2024-01-07 03:00:00,1.77,3,6,1,1.78,1.9133333333333333
2024-01-07 04:00:00,2.13,4,6,1,1.77,1.8933333333333333
2024-01-07 05:00:00,2.09,5,6,1,2.13,1.9966666666666668
2024-01-07 06:00:00,2.48,6,6,1,2.09,2.2333333333333334
2024-01-07 07:00:00,3.8,7,6,1,2.48,2.7900000000000005
2024-01-07 08:00:00,3.59,8,6,1,3.8,3.2900000000000005
2024-01-07 09:00:00,3.78,9,6,1,3.59,3.723333333333333
2024-01-07 10:00:00,3.79,10,6,1,3.78,3.72
2024-01-07 11:00:00,3.59,11,6,1,3.79,3.72
2024-01-07 12:00:00,4.1,12,6,1,3.59,3.8266666666666667
2024-01-07 13:00:00,2.52,13,6,1,4.1,3.403333333333333
2024-01-07 14:00:00,2.19,14,6,1,2.52,2.936666666666666
2024-01-07 15:00:00,2.56,15,6,1,2.19,2.4233333333333333
2024-01-07 16:00:00,2.24,16,6,1,2.56,2.33
2024-01-07 17:00:00,2.59,17,6,1,2.24,2.4633333333333334
2024-01-07 18:00:00,4.46,18,6,1,2.59,3.0966666666666662
2024-01-07 19:00:00,4.07,19,6,1,4.46,3.7066666666666666
2024-01-07 20:00:00,4.42,20,6,1,4.07,4.316666666666666
2024-01-07 21:00:00,2.51,21,6,1,4.42,3.6666666666666665
2024-01-07 22:00:00,2.19,22,6,1,2.51,3.0399999999999996
2024-01-07 23:00:00,2.41,23,6,1,2.19,2.3699999999999997
2024-01-08 00:00:00,2.29,0,0,0,2.41,2.296666666666667
2024-01-08 01:00:00,2.18,1,0,0,2.29,2.2933333333333334
2024-01-08 02:00:00,2.16,2,0,0,2.18,2.2100000000000004
2024-01-08 03:00:00,2.17,3,0,0,2.16,2.17
2024-01-08 04:00:00,2.32,4,0,0,2.17,2.216666666666667
2024-01-08 05:00:00,2.4,5,0,0,2.32,2.2966666666666664
2024-01-08 06:00:00,2.79,6,0,0,2.4,2.5033333333333334
2024-01-08 07:00:00,4.2,7,0,0,2.79,3.1300000000000003
2024-01-08 08:00:00,4.04,8,0,0,4.2,3.676666666666667
2024-01-08 09:00:00,4.33,9,0,0,4.04,4.19
2024-01-08 10:00:00,3.98,10,0,0,4.33,4.116666666666666
2024-01-08 11:00:00,4.58,11,0,0,3.98,4.296666666666666
2024-01-08 12:00:00,4.16,12,0,0,4.58,4.239999999999999
2024-01-08 13:00:00,2.56,13,0,0,4.16,3.766666666666667
2024-01-08 14:00:00,2.52,14,0,0,2.56,3.08
2024-01-08 15:00:00,2.83,15,0,0,2.52,2.6366666666666667
2024-01-08 16:00:00,2.69,16,0,0,2.83,2.6799999999999997
2024-01-08 17:00:00,2.88,17,0,0,2.69,2.8000000000000003
2024-01-08 18:00:00,4.63,18,0,0,2.88,3.4
2024-01-08 19:00:00,4.52,19,0,0,4.63,4.01
2024-01-08 20:00:00,4.37,20,0,0,4.52,4.506666666666667
2024-01-08 21:00:00,2.43,21,0,0,4.37,3.7733333333333334
2024-01-08 22:00:00,2.25,22,0,0,2.43,3.016666666666667
2024-01-08 23:00:00,2.51,23,0,0,2.25,2.3966666666666665
2024-01-09 00:00:00,2.38,0,1,0,2.51,2.3800000000000003
2024-01-09 01:00:00,2.09,1,1,0,2.38,2.3266666666666667
2024-01-09 02:00:00,2.37,2,1,0,2.09,2.28
2024-01-09 03:00:00,2.42,3,1,0,2.37,2.293333333333333
2024-01-09 04:00:00,2.16,4,1,0,2.42,2.3166666666666664
2024-01-09 05:00:00,2.37,5,1,0,2.16,2.316666666666667
2024-01-09 06:00:00,2.75,6,1,0,2.37,2.426666666666667
2024-01-09 07:00:00,3.81,7,1,0,2.75,2.9766666666666666
2024-01-09 08:00:00,4.11,8,1,0,3.81,3.5566666666666666
2024-01-09 09:00:00,4.15,9,1,0,4.11,4.023333333333333
2024-01-09 10:00:00,4.26,10,1,0,4.15,4.173333333333334
2024-01-09 11:00:00,4.25,11,1,0,4.26,4.22
2024-01-09 12:00:00,3.76,12,1,0,4.25,4.09
2024-01-09 13:00:00,2.55,13,1,0,3.76,3.5199999999999996
2024-01-09 14:00:00,2.84,14,1,0,2.55,3.0499999999999994
2024-01-09 15:00:00,2.84,15,1,0,2.84,2.7433333333333336
2024-01-09 16:00:00,2.84,16,1,0,2.84,2.84
2024-01-09 17:00:00,3.51,17,1,0,2.84,3.063333333333333
2024-01-09 18:00:00,4.65,18,1,0,3.51,3.6666666666666665
2024-01-09 19:00:00,4.77,19,1,0,4.65,4.31
2024-01-09 20:00:00,4.73,20,1,0,4.77,4.716666666666667
2024-01-09 21:00:00,2.87,21,1,0,4.73,4.123333333333334
2024-01-09 22:00:00,2.28,22,1,0,2.87,3.2933333333333334
2024-01-09 23:00:00,2.49,23,1,0,2.28,2.546666666666667
2024-01-10 00:00:00,2.19,0,2,0,2.49,2.32
2024-01-10 01:00:00,2.3,1,2,0,2.19,2.3266666666666667
2024-01-10 02:00:00,2.25,2,2,0,2.3,2.2466666666666666
2024-01-10 03:00:00,2.36,3,2,0,2.25,2.3033333333333332
2024-01-10 04:00:00,2.81,4,2,0,2.36,2.473333333333333
2024-01-10 05:00:00,1.97,5,2,0,2.81,2.38
2024-01-10 06:00:00,2.88,6,2,0,1.97,2.5533333333333332
2024-01-10 07:00:00,3.72,7,2,0,2.88,2.856666666666667
2024-01-10 08:00:00,3.95,8,2,0,3.72,3.516666666666667
2024-01-10 09:00:00,4.26,9,2,0,3.95,3.9766666666666666
2024-01-10 10:00:00,4.06,10,2,0,4.26,4.09
2024-01-10 11:00:00,3.83,11,2,0,4.06,4.05
2024-01-10 12:00:00,3.9,12,2,0,3.83,3.93
2024-01-10 13:00:00,2.88,13,2,0,3.9,3.536666666666667
2024-01-10 14:00:00,2.6,14,2,0,2.88,3.126666666666667
2024-01-10 15:00:00,2.79,15,2,0,2.6,2.7566666666666664
2024-01-10 16:00:00,2.75,16,2,0,2.79,2.7133333333333334
2024-01-10 17:00:00,2.61,17,2,0,2.75,2.716666666666667
2024-01-10 18:00:00,4.97,18,2,0,2.61,3.443333333333334
2024-01-10 19:00:00,4.67,19,2,0,4.97,4.083333333333333
2024-01-10 20:00:00,4.14,20,2,0,4.67,4.593333333333334
2024-01-10 21:00:00,2.78,21,2,0,4.14,3.8633333333333333
2024-01-10 22:00:00,2.21,22,2,0,2.78,3.0433333333333334
2024-01-10 23:00:00,2.52,23,2,0,2.21,2.5033333333333334
2024-01-11 00:00:00,2.19,0,3,0,2.52,2.3066666666666666
2024-01-11 01:00:00,2.33,1,3,0,2.19,2.346666666666667
2024-01-11 02:00:00,2.45,2,3,0,2.33,2.3233333333333337
2024-01-11 03:00:00,2.52,3,3,0,2.45,2.433333333333334
2024-01-11 04:00:00,2.11,4,3,0,2.52,2.36
2024-01-11 05:00:00,2.28,5,3,0,2.11,2.3033333333333337
2024-01-11 06:00:00,2.66,6,3,0,2.28,2.35
2024-01-11 07:00:00,3.92,7,3,0,2.66,2.9533333333333336
2024-01-11 08:00:00,4.4,8,3,0,3.92,3.66
2024-01-11 09:00:00,4.13,9,3,0,4.4,4.15
2024-01-11 10:00:00,3.8,10,3,0,4.13,4.11
2024-01-11 11:00:00,4.23,11,3,0,3.8,4.053333333333334
2024-01-11 12:00:00,4.47,12,3,0,4.23,4.166666666666667
2024-01-11 13:00:00,2.96,13,3,0,4.47,3.8866666666666667
2024-01-11 14:00:00,2.45,14,3,0,2.96,3.2933333333333334
2024-01-11 15:00:00,2.65,15,3,0,2.45,2.686666666666667
2024-01-11 16:00:00,3.0,16,3,0,2.65,2.7000000000000006
2024-01-11 17:00:00,2.61,17,3,0,3.0,2.753333333333334
2024-01-11 18:00:00,4.64,18,3,0,2.61,3.4166666666666665
2024-01-11 19:00:00,4.7,19,3,0,4.64,3.983333333333333
2024-01-11 20:00:00,4.36,20,3,0,4.7,4.566666666666667
2024-01-11 21:00:00,2.74,21,3,0,4.36,3.933333333333334
2024-01-11 22:00:00,1.7,22,3,0,2.74,2.9333333333333336
2024-01-11 23:00:00,2.15,23,3,0,1.7,2.1966666666666668
2024-01-12 00:00:00,2.3,0,4,0,2.15,2.0500000000000003
2024-01-12 01:00:00,2.11,1,4,0,2.3,2.186666666666667
2024-01-12 02:00:00,2.68,2,4,0,2.11,2.3633333333333337
2024-01-12 03:00:00,2.07,3,4,0,2.68,2.286666666666667
2024-01-12 04:00:00,2.27,4,4,0,2.07,2.3400000000000003
2024-01-12 05:00:00,2.38,5,4,0,2.27,2.24
2024-01-12 06:00:00,3.04,6,4,0,2.38,2.5633333333333335
2024-01-12 07:00:00,3.77,7,4,0,3.04,3.063333333333334
2024-01-12 08:00:00,4.29,8,4,0,3.77,3.7000000000000006
2024-01-12 09:00:00,4.06,9,4,0,4.29,4.04
2024-01-12 10:00:00,3.86,10,4,0,4.06,4.069999999999999
2024-01-12 11:00:00,4.15,11,4,0,3.86,4.023333333333333
2024-01-12 12:00:00,4.09,12,4,0,4.15,4.033333333333334
2024-01-12 13:00:00,2.63,13,4,0,4.09,3.6233333333333335
2024-01-12 14:00:00,2.77,14,4,0,2.63,3.1633333333333336
2024-01-12 15:00:00,2.68,15,4,0,2.77,2.6933333333333334
2024-01-12 16:00:00,2.78,16,4,0,2.68,2.7433333333333336
2024-01-12 17:00:00,2.89,17,4,0,2.78,2.7833333333333337
2024-01-12 18:00:00,4.87,18,4,0,2.89,3.513333333333333
2024-01-12 19:00:00,4.31,19,4,0,4.87,4.023333333333333
2024-01-12 20:00:00,4.98,20,4,0,4.31,4.72
2024-01-12 21:00:00,2.36,21,4,0,4.98,3.883333333333333
2024-01-12 22:00:00,2.32,22,4,0,2.36,3.22
2024-01-12 23:00:00,2.47,23,4,0,2.32,2.3833333333333333
2024-01-13 00:00:00,2.12,0,5,1,2.47,2.3033333333333332
2024-01-13 01:00:00,1.94,1,5,1,2.12,2.1766666666666667
2024-01-13 02:00:00,2.02,2,5,1,1.94,2.026666666666667
2024-01-13 03:00:00,1.96,3,5,1,2.02,1.9733333333333334
2024-01-13 04:00:00,1.94,4,5,1,1.96,1.9733333333333334
2024-01-13 05:00:00,2.23,5,5,1,1.94,2.0433333333333334
2024-01-13 06:00:00,2.53,6,5,1,2.23,2.233333333333333
2024-01-13 07:00:00,3.62,7,5,1,2.53,2.7933333333333334
2024-01-13 08:00:00,3.94,8,5,1,3.62,3.3633333333333333
2024-01-13 09:00:00,3.82,9,5,1,3.94,3.7933333333333334
2024-01-13 10:00:00,3.92,10,5,1,3.82,3.893333333333333
2024-01-13 11:00:00,3.89,11,5,1,3.92,3.8766666666666665
2024-01-13 12:00:00,3.59,12,5,1,3.89,3.7999999999999994
2024-01-13 13:00:00,2.35,13,5,1,3.59,3.276666666666667
2024-01-13 14:00:00,2.61,14,5,1,2.35,2.85
2024-01-13 15:00:00,2.58,15,5,1,2.61,2.513333333333333
2024-01-13 16:00:00,2.46,16,5,1,2.58,2.55
2024-01-13 17:00:00,2.48,17,5,1,2.46,2.5066666666666664
2024-01-13 18:00:00,4.52,18,5,1,2.48,3.153333333333333
2024-01-13 19:00:00,4.14,19,5,1,4.52,3.713333333333333
2024-01-13 20:00:00,4.37,20,5,1,4.14,4.343333333333333
2024-01-13 21:00:00,2.42,21,5,1,4.37,3.643333333333333
2024-01-13 22:00:00,2.02,22,5,1,2.42,2.936666666666666
2024-01-13 23:00:00,2.28,23,5,1,2.02,2.2399999999999998
2024-01-14 00:00:00,2.23,0,6,1,2.28,2.1766666666666663
2024-01-14 01:00:00,2.23,1,6,1,2.23,2.2466666666666666
2024-01-14 02:00:00,2.33,2,6,1,2.23,2.263333333333333
2024-01-14 03:00:00,2.07,3,6,1,2.33,2.2099999999999995
2024-01-14 04:00:00,2.2,4,6,1,2.07,2.1999999999999997
2024-01-14 05:00:00,2.0,5,6,1,2.2,2.09
2024-01-14 06:00:00,2.53,6,6,1,2.0,2.2433333333333327
2024-01-14 07:00:00,3.74,7,6,1,2.53,2.7566666666666664
2024-01-14 08:00:00,3.78,8,6,1,3.74,3.3499999999999996
2024-01-14 09:00:00,3.88,9,6,1,3.78,3.7999999999999994
2024-01-14 10:00:00,3.6,10,6,1,3.88,3.7533333333333325
2024-01-14 11:00:00,4.18,11,6,1,3.6,3.8866666666666667
2024-01-14 12:00:00,3.56,12,6,1,4.18,3.7799999999999994
2024-01-14 13:00:00,2.22,13,6,1,3.56,3.32
2024-01-14 14:00:00,2.7,14,6,1,2.22,2.8266666666666667
2024-01-14 15:00:00,2.62,15,6,1,2.7,2.513333333333333
2024-01-14 16:00:00,2.59,16,6,1,2.62,2.6366666666666663
2024-01-14 17:00:00,2.59,17,6,1,2.59,2.5999999999999996
2024-01-14 18:00:00,4.26,18,6,1,2.59,3.146666666666666
2024-01-14 19:00:00,4.09,19,6,1,4.26,3.646666666666666
2024-01-14 20:00:00,4.28,20,6,1,4.09,4.21
2024-01-14 21:00:00,2.33,21,6,1,4.28,3.5666666666666664
2024-01-14 22:00:00,2.26,22,6,1,2.33,2.9566666666666666
2024-01-14 23:00:00,2.04,23,6,1,2.26,2.2099999999999995
2024-01-15 00:00:00,2.2,0,0,0,2.04,2.1666666666666665
2024-01-15 01:00:00,2.31,1,0,0,2.2,2.183333333333333
2024-01-15 02:00:00,2.45,2,0,0,2.31,2.32
2024-01-15 03:00:00,2.26,3,0,0,2.45,2.34
2024-01-15 04:00:00,2.21,4,0,0,2.26,2.306666666666666
2024-01-15 05:00:00,2.42,5,0,0,2.21,2.2966666666666664
2024-01-15 06:00:00,2.82,6,0,0,2.42,2.483333333333333
2024-01-15 07:00:00,3.97,7,0,0,2.82,3.07
2024-01-15 08:00:00,3.98,8,0,0,3.97,3.59
2024-01-15 09:00:00,4.12,9,0,0,3.98,4.023333333333333
2024-01-15 10:00:00,3.78,10,0,0,4.12,3.9599999999999995
2024-01-15 11:00:00,3.79,11,0,0,3.78,3.8966666666666665
2024-01-15 12:00:00,3.93,12,0,0,3.79,3.8333333333333335
2024-01-15 13:00:00,2.73,13,0,0,3.93,3.483333333333333
2024-01-15 14:00:00,2.83,14,0,0,2.73,3.1633333333333327
2024-01-15 15:00:00,3.07,15,0,0,2.83,2.8766666666666665
2024-01-15 16:00:00,2.94,16,0,0,3.07,2.946666666666666
2024-01-15 17:00:00,2.74,17,0,0,2.94,2.916666666666666
2024-01-15 18:00:00,4.57,18,0,0,2.74,3.4166666666666665
2024-01-15 19:00:00,4.37,19,0,0,4.57,3.893333333333333
2024-01-15 20:00:00,4.57,20,0,0,4.37,4.503333333333333
2024-01-15 21:00:00,2.71,21,0,0,4.57,3.883333333333333
2024-01-15 22:00:00,2.43,22,0,0,2.71,3.2366666666666664
2024-01-15 23:00:00,2.2,23,0,0,2.43,2.4466666666666668
2024-01-16 00:00:00,2.48,0,1,0,2.2,2.3699999999999997
2024-01-16 01:00:00,2.68,1,1,0,2.48,2.453333333333333
2024-01-16 02:00:00,2.35,2,1,0,2.68,2.503333333333333
2024-01-16 03:00:00,2.46,3,1,0,2.35,2.4966666666666666
2024-01-16 04:00:00,2.51,4,1,0,2.46,2.4399999999999995
2024-01-16 05:00:00,2.29,5,1,0,2.51,2.4199999999999995
2024-01-16 06:00:00,2.82,6,1,0,2.29,2.5399999999999996
2024-01-16 07:00:00,4.08,7,1,0,2.82,3.063333333333333
2024-01-16 08:00:00,4.09,8,1,0,4.08,3.6633333333333327
2024-01-16 09:00:00,3.92,9,1,0,4.09,4.03
2024-01-16 10:00:00,4.08,10,1,0,3.92,4.03
2024-01-16 11:00:00,4.17,11,1,0,4.08,4.056666666666666
2024-01-16 12:00:00,4.37,12,1,0,4.17,4.206666666666666
2024-01-16 13:00:00,2.97,13,1,0,4.37,3.8366666666666664
2024-01-16 14:00:00,3.21,14,1,0,2.97,3.516666666666666
2024-01-16 15:00:00,2.62,15,1,0,3.21,2.933333333333333
2024-01-16 16:00:00,2.95,16,1,0,2.62,2.9266666666666663
2024-01-16 17:00:00,2.81,17,1,0,2.95,2.793333333333333
2024-01-16 18:00:00,5.01,18,1,0,2.81,3.59
2024-01-16 19:00:00,4.41,19,1,0,5.01,4.076666666666667
2024-01-16 20:00:00,4.41,20,1,0,4.41,4.609999999999999
2024-01-16 21:00:00,2.66,21,1,0,4.41,3.8266666666666667
2024-01-16 22:00:00,1.95,22,1,0,2.66,3.0066666666666664
2024-01-16 23:00:00,2.27,23,1,0,1.95,2.293333333333333
2024-01-17 00:00:00,2.23,0,2,0,2.27,2.15
2024-01-17 01:00:00,2.41,1,2,0,2.23,2.303333333333333
2024-01-17 02:00:00,2.45,2,2,0,2.41,2.3633333333333333
2024-01-17 03:00:00,2.76,3,2,0,2.45,2.5399999999999996
2024-01-17 04:00:00,2.57,4,2,0,2.76,2.593333333333333
2024-01-17 05:00:00,2.26,5,2,0,2.57,2.5299999999999994
2024-01-17 06:00:00,2.6,6,2,0,2.26,2.476666666666666
2024-01-17 07:00:00,4.18,7,2,0,2.6,3.013333333333333
2024-01-17 08:00:00,3.82,8,2,0,4.18,3.5333333333333328
2024-01-17 09:00:00,4.45,9,2,0,3.82,4.1499999999999995
2024-01-17 10:00:00,4.32,10,2,0,4.45,4.196666666666666
2024-01-17 11:00:00,3.99,11,2,0,4.32,4.253333333333333
2024-01-17 12:00:00,3.74,12,2,0,3.99,4.016666666666667
2024-01-17 13:00:00,3.05,13,2,0,3.74,3.5933333333333337
2024-01-17 14:00:00,2.76,14,2,0,3.05,3.1833333333333336
2024-01-17 15:00:00,3.03,15,2,0,2.76,2.9466666666666668
2024-01-17 16:00:00,2.46,16,2,0,3.03,2.75
