Datetime,Energy_kW,Temperature_C,Humidity_pct,PowerCut_Risk,ShortCircuit_Risk,ExcessElectricity_Risk,CarbonCredit_USD,LowPollution_Flag,hour,day_of_week,is_weekend,Energy_kW_lag1,Energy_kW_lag24,PowerCut_Risk_lag1,PowerCut_Risk_lag24,ShortCircuit_Risk_lag1,ShortCircuit_Risk_lag24,ExcessElectricity_Risk_lag1,ExcessElectricity_Risk_lag24,Energy_rolling_mean_3,PowerCut_Risk_rolling_6,temp_humidity_interaction
2024-01-03 12:00:00,4.24,1.3,51.8,-0.043,0.021,0.064,0.0049,0.0,12,2,0,3.76,3.81,-0.013,0.015,0.021,0.021,0.063,0.085,3.786666666666667,-0.011166666666666667,0.6734
2024-01-03 13:00:00,2.8,3.4,55.9,0.044,0.021,0.058,0.0034,0.0,13,2,0,4.24,2.54,-0.043,-0.041,0.021,0.021,0.064,0.037,3.6,-0.0065,1.9006
2024-01-03 14:00:00,3.03,2.8,76.2,0.044,0.021,0.039,0.0038,0.0,14,2,0,2.8,2.53,0.044,0.039,0.021,0.021,0.058,0.063,3.3566666666666674,0.003166666666666666,2.1336
2024-01-03 15:00:00,2.32,7.9,52.6,-0.043,0.021,0.032,0.003,0.0,15,2,0,3.03,2.77,0.044,0.008,0.021,0.021,0.039,0.049,2.7166666666666672,-0.0034999999999999996,4.1554
2024-01-03 16:00:00,2.59,11.0,59.6,0.013,0.021,0.088,0.0036,0.0,16,2,0,2.32,2.83,-0.043,0.044,0.021,0.021,0.032,0.095,2.646666666666667,0.0003333333333333333,6.556
2024-01-03 17:00:00,2.57,12.6,61.3,-0.022,0.021,0.018,0.0041,0.0,17,2,0,2.59,2.8,0.013,-0.048,0.021,0.021,0.088,0.093,2.493333333333334,-0.0011666666666666665,7.7238
2024-01-03 18:00:00,4.66,13.4,55.8,0.587,0.021,0.078,0.0084,0.0,18,2,0,2.57,4.6,-0.022,0.635,0.021,0.021,0.018,0.032,3.273333333333334,0.10383333333333333,7.4772
2024-01-03 19:00:00,4.53,14.1,54.2,0.636,0.021,0.043,0.0087,0.0,19,2,0,4.66,4.2,0.587,0.244,0.021,0.021,0.078,0.07,3.9200000000000004,0.20249999999999999,7.6422
2024-01-03 20:00:00,4.68,14.9,66.0,0.582,0.021,0.09,0.0086,0.0,20,2,0,4.53,4.33,0.636,0.238,0.021,0.021,0.043,0.074,4.623333333333334,0.29216666666666663,9.834
2024-01-03 21:00:00,2.71,13.7,54.8,0.045,0.021,0.057,0.0043,0.0,21,2,0,4.68,2.48,0.582,-0.014,0.021,0.021,0.09,0.029,3.973333333333334,0.30683333333333335,7.507599999999999
2024-01-03 22:00:00,2.15,16.4,47.0,0.017,0.021,0.075,0.0026,0.0,22,2,0,2.71,2.41,0.045,0.03,0.021,0.021,0.057,0.065,3.18,0.3075,7.707999999999999
2024-01-03 23:00:00,2.07,12.2,61.4,-0.041,0.021,0.049,0.0017,0.0,23,2,0,2.15,3.08,0.017,0.039,0.021,0.021,0.075,0.034,2.3100000000000005,0.3043333333333333,7.490799999999999
2024-01-04 00:00:00,2.33,8.0,65.4,-0.015,0.022,0.012,0.0014,1.0,0,3,0,2.07,2.16,-0.041,-0.003,0.021,0.021,0.049,0.054,2.183333333333334,0.204,5.232
2024-01-04 01:00:00,2.29,8.2,53.0,0.012,0.022,0.01,0.0013,1.0,1,3,0,2.33,2.33,-0.015,-0.047,0.022,0.021,0.012,0.004,2.230000000000001,0.09999999999999999,4.346
2024-01-04 02:00:00,2.36,4.3,54.9,-0.042,0.022,0.099,0.0012,1.0,2,3,0,2.29,2.22,0.012,0.027,0.022,0.021,0.01,0.022,2.3266666666666675,-0.004000000000000001,2.3607
2024-01-04 03:00:00,2.36,0.4,48.6,0.031,0.022,0.095,0.0011,1.0,3,3,0,2.36,2.09,-0.042,-0.045,0.022,0.021,0.099,0.053,2.3366666666666673,-0.006333333333333334,0.19440000000000002
2024-01-04 04:00:00,2.17,0.9,62.2,-0.008,0.022,0.091,0.001,1.0,4,3,0,2.36,2.74,0.031,0.03,0.022,0.021,0.095,0.027,2.2966666666666673,-0.0105,0.5598000000000001
2024-01-04 05:00:00,2.61,-0.4,52.1,-0.049,0.022,0.047,0.0013,1.0,5,3,0,2.17,2.35,-0.008,-0.047,0.022,0.021,0.091,0.096,2.3800000000000003,-0.011833333333333335,-0.20840000000000003
2024-01-04 06:00:00,2.78,-3.2,65.1,0.046,0.022,0.037,0.002,1.0,6,3,0,2.61,2.81,-0.049,-0.034,0.022,0.021,0.047,0.025,2.5200000000000005,-0.001666666666666668,-2.0831999999999997
2024-01-04 07:00:00,4.32,-1.0,57.1,-0.028,0.022,0.096,0.0038,0.0,7,3,0,2.78,3.94,0.046,0.016,0.022,0.021,0.037,0.028,3.236666666666667,-0.008333333333333335,-0.5710000000000001
2024-01-04 08:00:00,4.06,-2.6,61.6,0.047,0.022,0.052,0.0041,0.0,8,3,0,4.32,4.43,-0.028,-0.014,0.022,0.021,0.096,0.076,3.7200000000000006,0.006499999999999999,-1.6016
2024-01-04 09:00:00,3.86,0.5,67.5,-0.005,0.022,0.063,0.004,0.0,9,3,0,4.06,3.91,0.047,-0.003,0.022,0.021,0.052,0.01,4.080000000000001,0.0004999999999999988,0.3375
2024-01-04 10:00:00,4.19,-1.2,77.9,-0.022,0.022,0.019,0.0045,0.0,10,3,0,3.86,3.36,-0.005,-0.01,0.022,0.021,0.063,0.062,4.036666666666668,-0.0018333333333333344,-0.9348000000000001
2024-01-04 11:00:00,3.85,-4.6,57.2,0.008,0.022,0.008,0.0043,0.0,11,3,0,4.19,3.76,-0.022,-0.013,0.022,0.021,0.019,0.063,3.966666666666668,0.007666666666666665,-2.6312
2024-01-04 12:00:00,4.08,5.1,66.1,0.018,0.022,0.016,0.0047,0.0,12,3,0,3.85,4.24,0.008,-0.043,0.022,0.021,0.008,0.064,4.040000000000001,0.0029999999999999988,3.3710999999999998
2024-01-04 13:00:00,2.6,0.6,74.5,0.043,0.022,0.087,0.0031,0.0,13,3,0,4.08,2.8,0.018,0.044,0.022,0.021,0.016,0.058,3.510000000000001,0.014833333333333332,0.44699999999999995
2024-01-04 14:00:00,2.95,4.4,45.0,0.047,0.022,0.084,0.0037,0.0,14,3,0,2.6,3.03,0.043,0.044,0.022,0.021,0.087,0.039,3.2100000000000013,0.014833333333333332,1.9800000000000002
2024-01-04 15:00:00,2.99,7.2,67.7,-0.009,0.022,0.027,0.0038,0.0,15,3,0,2.95,2.32,0.047,-0.043,0.022,0.021,0.084,0.032,2.846666666666668,0.014166666666666666,4.8744000000000005
2024-01-04 16:00:00,2.72,9.4,53.6,-0.005,0.022,0.013,0.0038,0.0,16,3,0,2.99,2.59,-0.009,0.013,0.022,0.021,0.027,0.088,2.886666666666668,0.016999999999999998,5.0384
2024-01-04 17:00:00,2.84,11.2,60.8,-0.027,0.022,0.067,0.0045,0.0,17,3,0,2.72,2.57,-0.005,-0.022,0.022,0.021,0.013,0.018,2.8500000000000014,0.011166666666666665,6.8096
2024-01-04 18:00:00,4.21,14.8,58.2,0.202,0.022,0.077,0.0076,0.0,18,3,0,2.84,4.66,-0.027,0.587,0.022,0.021,0.067,0.078,3.2566666666666677,0.041833333333333333,8.613600000000002
2024-01-04 19:00:00,4.37,15.4,55.9,0.205,0.022,0.056,0.0084,0.0,19,3,0,4.21,4.53,0.202,0.636,0.022,0.021,0.077,0.043,3.806666666666668,0.06883333333333334,8.608600000000001
2024-01-04 20:00:00,4.47,15.3,60.6,0.22,0.022,0.021,0.0082,0.0,20,3,0,4.37,4.68,0.205,0.582,0.022,0.021,0.056,0.09,4.350000000000001,0.09766666666666667,9.2718
2024-01-04 21:00:00,2.99,15.2,41.4,-0.011,0.022,0.044,0.0048,0.0,21,3,0,4.47,2.71,0.22,0.045,0.022,0.021,0.021,0.057,3.943333333333334,0.09733333333333333,6.2928
2024-01-04 22:00:00,2.26,13.7,67.9,-0.01,0.022,0.062,0.0027,0.0,22,3,0,2.99,2.15,-0.011,0.017,0.022,0.021,0.044,0.075,3.2400000000000007,0.09649999999999999,9.3023
2024-01-04 23:00:00,2.33,7.6,57.3,-0.004,0.022,0.098,0.0019,0.0,23,3,0,2.26,2.07,-0.01,-0.041,0.022,0.021,0.062,0.049,2.5266666666666677,0.10033333333333333,4.3548
2024-01-05 00:00:00,1.91,9.2,46.8,-0.042,0.022,0.013,0.0011,1.0,0,4,0,2.33,2.33,-0.004,-0.015,0.022,0.022,0.098,0.012,2.166666666666668,0.059666666666666666,4.305599999999999
2024-01-05 01:00:00,2.45,8.2,50.0,-0.032,0.022,0.035,0.0014,1.0,1,4,0,1.91,2.29,-0.042,0.012,0.022,0.022,0.013,0.01,2.2300000000000013,0.020166666666666666,4.1
2024-01-05 02:00:00,2.31,7.3,49.9,-0.031,0.022,0.004,0.0012,1.0,2,4,0,2.45,2.36,-0.032,-0.042,0.022,0.022,0.035,0.099,2.2233333333333345,-0.021666666666666667,3.6426999999999996
2024-01-05 03:00:00,2.42,2.3,53.0,-0.032,0.022,0.009,0.0012,1.0,3,4,0,2.31,2.36,-0.031,0.031,0.022,0.022,0.004,0.095,2.3933333333333344,-0.02516666666666667,1.2189999999999999
2024-01-05 04:00:00,2.3,-0.7,55.8,0.0,0.022,0.069,0.001,1.0,4,4,0,2.42,2.17,-0.032,-0.008,0.022,0.022,0.009,0.091,2.343333333333334,-0.023500000000000004,-0.39059999999999995
2024-01-05 05:00:00,2.08,-1.7,62.2,0.037,0.022,0.092,0.001,1.0,5,4,0,2.3,2.61,0.0,-0.049,0.022,0.022,0.069,0.047,2.2666666666666675,-0.016666666666666666,-1.0574000000000001
2024-01-05 06:00:00,2.7,-2.0,65.5,-0.032,0.022,0.021,0.0019,1.0,6,4,0,2.08,2.78,0.037,0.046,0.022,0.022,0.092,0.037,2.360000000000001,-0.015,-1.31
2024-01-05 07:00:00,4.17,-2.9,42.5,0.012,0.022,0.037,0.0037,0.0,7,4,0,2.7,4.32,-0.032,-0.028,0.022,0.022,0.021,0.096,2.9833333333333347,-0.007666666666666666,-1.2325
2024-01-05 08:00:00,4.35,-3.1,65.5,0.001,0.022,0.053,0.0044,0.0,8,4,0,4.17,4.06,0.012,0.047,0.022,0.022,0.037,0.052,3.7400000000000015,-0.0023333333333333335,-2.0305
2024-01-05 09:00:00,4.08,-2.6,53.1,0.003,0.022,0.024,0.0042,0.0,9,4,0,4.35,3.86,0.001,-0.005,0.022,0.022,0.053,0.063,4.200000000000001,0.0034999999999999996,-1.3806
2024-01-05 10:00:00,3.87,-4.4,56.1,-0.038,0.022,0.089,0.0042,0.0,10,4,0,4.08,4.19,0.003,-0.022,0.022,0.022,0.024,0.019,4.100000000000001,-0.0028333333333333335,-2.4684000000000004
2024-01-05 11:00:00,3.8,3.1,66.1,0.029,0.022,0.05,0.0043,0.0,11,4,0,3.87,3.85,-0.038,0.008,0.022,0.022,0.089,0.008,3.916666666666668,-0.004166666666666667,2.0491
2024-01-05 12:00:00,4.04,-0.3,72.3,-0.007,0.022,0.013,0.0047,0.0,12,4,0,3.8,4.08,0.029,0.018,0.022,0.022,0.05,0.016,3.9033333333333347,4.336808689942018e-19,-0.21689999999999998
2024-01-05 13:00:00,2.83,1.6,48.5,0.015,0.022,0.057,0.0034,0.0,13,4,0,4.04,2.6,-0.007,0.043,0.022,0.022,0.013,0.087,3.556666666666668,0.0005000000000000004,0.7760000000000001
2024-01-05 14:00:00,2.44,6.5,52.8,-0.031,0.022,0.029,0.003,0.0,14,4,0,2.83,2.95,0.015,0.047,0.022,0.022,0.057,0.084,3.103333333333335,-0.004833333333333333,3.432
2024-01-05 15:00:00,2.62,7.6,51.1,-0.009,0.022,0.098,0.0034,0.0,15,4,0,2.44,2.99,-0.031,-0.009,0.022,0.022,0.029,0.027,2.6300000000000012,-0.006833333333333334,3.8836
2024-01-05 16:00:00,2.67,7.6,53.1,-0.033,0.022,0.067,0.0037,0.0,16,4,0,2.62,2.72,-0.009,-0.005,0.022,0.022,0.098,0.013,2.576666666666668,-0.006000000000000001,4.0356
2024-01-05 17:00:00,2.87,11.2,62.7,0.007,0.022,0.028,0.0046,0.0,17,4,0,2.67,2.84,-0.033,-0.027,0.022,0.022,0.067,0.067,2.720000000000001,-0.009666666666666667,7.0224
2024-01-05 18:00:00,4.39,13.5,49.8,0.201,0.022,0.024,0.0079,0.0,18,4,0,2.87,4.21,0.007,0.202,0.022,0.022,0.028,0.077,3.310000000000001,0.025000000000000005,6.723
2024-01-05 19:00:00,4.16,13.6,48.7,0.179,0.022,0.058,0.008,0.0,19,4,0,4.39,4.37,0.201,0.205,0.022,0.022,0.024,0.056,3.806666666666668,0.052333333333333336,6.623200000000001
2024-01-05 20:00:00,4.51,11.0,51.5,0.584,0.022,0.013,0.0083,0.0,20,4,0,4.16,4.47,0.179,0.22,0.022,0.022,0.058,0.021,4.353333333333334,0.15483333333333335,5.665
2024-01-05 21:00:00,2.73,15.1,50.9,-0.025,0.022,0.068,0.0044,0.0,21,4,0,4.51,2.99,0.584,-0.011,0.022,0.022,0.013,0.044,3.800000000000001,0.15216666666666664,7.685899999999999
2024-01-05 22:00:00,2.43,15.2,35.7,-0.015,0.022,0.093,0.0029,0.0,22,4,0,2.73,2.26,-0.025,-0.01,0.022,0.022,0.068,0.062,3.2233333333333345,0.15516666666666665,5.4264
2024-01-05 23:00:00,2.16,11.8,51.6,0.044,0.022,0.018,0.0017,0.0,23,4,0,2.43,2.33,-0.015,-0.004,0.022,0.022,0.093,0.098,2.4400000000000013,0.16133333333333333,6.088800000000001
2024-01-06 00:00:00,2.04,9.1,66.6,-0.036,0.022,0.08,0.0012,1.0,0,5,1,2.16,1.91,0.044,-0.042,0.022,0.022,0.018,0.013,2.2100000000000013,0.12183333333333331,6.060599999999999
2024-01-06 01:00:00,2.08,6.5,54.6,-0.034,0.022,0.081,0.0012,1.0,1,5,1,2.04,2.45,-0.036,-0.032,0.022,0.022,0.08,0.035,2.0933333333333346,0.0863333333333333,3.5490000000000004
2024-01-06 02:00:00,2.08,9.6,64.1,-0.011,0.022,0.082,0.0011,1.0,2,5,1,2.08,2.31,-0.034,-0.031,0.022,0.022,0.081,0.004,2.0666666666666678,-0.012833333333333334,6.153599999999999
2024-01-06 03:00:00,1.96,-0.7,52.1,-0.004,0.022,0.03,0.0009,1.0,3,5,1,2.08,2.42,-0.011,-0.032,0.022,0.022,0.082,0.009,2.0400000000000014,-0.009333333333333334,-0.36469999999999997
2024-01-06 04:00:00,2.03,4.8,61.2,-0.012,0.022,0.054,0.0009,1.0,4,5,1,1.96,2.3,-0.004,0.0,0.022,0.022,0.03,0.069,2.0233333333333348,-0.008833333333333334,2.9375999999999998
2024-01-06 05:00:00,1.98,0.3,66.1,-0.038,0.022,0.094,0.001,1.0,5,5,1,2.03,2.08,-0.012,0.037,0.022,0.022,0.054,0.092,1.990000000000001,-0.022500000000000003,0.19829999999999998
2024-01-06 06:00:00,2.13,0.8,62.5,0.012,0.022,0.053,0.0015,1.0,6,5,1,1.98,2.7,-0.038,-0.032,0.022,0.022,0.094,0.021,2.0466666666666677,-0.014499999999999999,0.5
2024-01-06 07:00:00,3.64,-1.9,62.6,-0.035,0.022,0.031,0.0032,0.0,7,5,1,2.13,4.17,0.012,0.012,0.022,0.022,0.053,0.037,2.5833333333333344,-0.014666666666666666,-1.1894
2024-01-06 08:00:00,3.89,-4.3,61.9,0.026,0.022,0.088,0.0039,0.0,8,5,1,3.64,4.35,-0.035,0.001,0.022,0.022,0.031,0.053,3.220000000000001,-0.0085,-2.6616999999999997
2024-01-06 09:00:00,3.63,-0.2,56.0,-0.039,0.022,0.085,0.0038,0.0,9,5,1,3.89,4.08,0.026,0.003,0.022,0.022,0.088,0.024,3.720000000000001,-0.014333333333333335,-0.11200000000000002
2024-01-06 10:00:00,3.67,-3.4,57.5,-0.027,0.022,0.072,0.004,0.0,10,5,1,3.63,3.87,-0.039,-0.038,0.022,0.022,0.085,0.089,3.730000000000001,-0.016833333333333336,-1.955
2024-01-06 11:00:00,3.8,1.5,70.4,0.019,0.022,0.054,0.0043,0.0,11,5,1,3.67,3.8,-0.027,0.029,0.022,0.022,0.072,0.05,3.700000000000001,-0.007333333333333334,1.056
2024-01-06 12:00:00,3.57,-1.1,46.1,-0.004,0.022,0.095,0.0041,0.0,12,5,1,3.8,4.04,0.019,-0.007,0.022,0.022,0.054,0.013,3.680000000000001,-0.010000000000000002,-0.5071000000000001
2024-01-06 13:00:00,2.72,3.9,49.8,0.001,0.022,0.061,0.0033,0.0,13,5,1,3.57,2.83,-0.004,0.015,0.022,0.022,0.095,0.057,3.3633333333333346,-0.004000000000000001,1.9421999999999997
2024-01-06 14:00:00,2.45,6.9,61.8,0.021,0.022,0.015,0.003,0.0,14,5,1,2.72,2.44,0.001,-0.031,0.022,0.022,0.061,0.029,2.9133333333333344,-0.004833333333333334,4.2642
2024-01-06 15:00:00,2.47,11.3,67.4,-0.008,0.022,0.074,0.0032,0.0,15,5,1,2.45,2.62,0.021,-0.009,0.022,0.022,0.015,0.098,2.546666666666668,0.00033333333333333305,7.616200000000001
2024-01-06 16:00:00,2.23,9.2,57.7,0.009,0.022,0.04,0.0031,0.0,16,5,1,2.47,2.67,-0.008,-0.033,0.022,0.022,0.074,0.067,2.3833333333333346,0.006333333333333333,5.308400000000001
2024-01-06 17:00:00,2.64,10.8,53.3,0.03,0.022,0.0,0.0042,0.0,17,5,1,2.23,2.87,0.009,0.007,0.022,0.022,0.04,0.028,2.4466666666666677,0.008166666666666668,5.7564
2024-01-06 18:00:00,4.02,9.1,63.9,0.185,0.022,0.035,0.0072,0.0,18,5,1,2.64,4.39,0.03,0.201,0.022,0.022,0.0,0.024,2.9633333333333343,0.03966666666666666,5.8149
2024-01-06 19:00:00,4.24,12.5,69.6,0.172,0.022,0.045,0.0081,0.0,19,5,1,4.02,4.16,0.185,0.179,0.022,0.022,0.035,0.058,3.633333333333334,0.06816666666666667,8.7
2024-01-06 20:00:00,4.18,12.9,34.6,0.241,0.022,0.036,0.0077,0.0,20,5,1,4.24,4.51,0.172,0.584,0.022,0.022,0.045,0.013,4.146666666666667,0.10483333333333333,4.4634
2024-01-06 21:00:00,2.41,16.9,63.9,-0.049,0.022,0.066,0.0039,0.0,21,5,1,4.18,2.73,0.241,-0.025,0.022,0.022,0.036,0.068,3.6100000000000008,0.09799999999999999,10.7991
2024-01-06 22:00:00,1.97,10.2,77.5,-0.043,0.022,0.075,0.0024,0.0,22,5,1,2.41,2.43,-0.049,-0.015,0.022,0.022,0.066,0.093,2.853333333333334,0.08933333333333332,7.905
2024-01-06 23:00:00,2.04,11.5,55.4,-0.029,0.022,0.019,0.0016,0.0,23,5,1,1.97,2.16,-0.043,0.044,0.022,0.022,0.075,0.018,2.140000000000001,0.07949999999999999,6.371
2024-01-07 00:00:00,2.02,8.4,51.8,0.028,0.023,0.045,0.0012,1.0,0,6,1,2.04,2.04,-0.029,-0.036,0.022,0.022,0.019,0.08,2.010000000000001,0.05333333333333332,4.3512
2024-01-07 01:00:00,2.05,2.3,68.0,-0.01,0.023,0.056,0.0011,1.0,1,6,1,2.02,2.08,0.028,-0.034,0.023,0.022,0.045,0.081,2.0366666666666675,0.022999999999999996,1.5639999999999998
2024-01-07 02:00:00,1.96,4.7,47.3,0.014,0.023,0.041,0.001,1.0,2,6,1,2.05,2.08,-0.01,-0.011,0.023,0.022,0.056,0.082,2.010000000000001,-0.014833333333333332,2.2231
